도서관명,구분,시군구,개관년도,주소,상세주소,위도,경도,전화번호,홈페이지,개관시간,휴관일,국내서_총류,국내서_철학,국내서_종교,국내서_사회과학,국내서_순수과학,국내서_기술과학,국내서_예술,국내서_언어,국내서_문학,국내서_역사,국내서_합계,국외서_총류,국외서_철학,국외서_종교,국외서_사회과학,국외서_순수과학,국외서_기술과학,국외서_예술,국외서_언어,국외서_문학,국외서_역사,국외서_합계,연간증가자료수_도서자료_구입,연간증가자료수_도서자료_기증,연간증가자료수_전자자료_구입,연간증가자료수_전자자료_기증,면적_도서관 서비스 제공 면적,좌석수_총 좌석수,좌석수_어린이 열람석,좌석수_노인 및 장애인 열람석,설비_이용자용컴퓨터수,연령별 회원등록자 수_어린이,연령별 회원등록자 수_청소년,연령별 회원등록자 수_성인,가족단위회원등록자수,이용자수_도서관방문자수,인쇄자료_대출_어린이,인쇄자료_대출_청소년,인쇄자료_대출_성인,인쇄자료_대출_합계,전자자료_이용_어린이,전자자료_이용_청소년,전자자료_이용_성인,전자자료_이용_합계,인쇄자료_어린이_총류,인쇄자료_어린이_철학,인쇄자료_어린이_종교,인쇄자료_어린이_사회과학,인쇄자료_어린이_순수과학,인쇄자료_어린이_기술과학,인쇄자료_어린이_예술,인쇄자료_어린이_언어,인쇄자료_어린이_문학,인쇄자료_어린이_역사,인쇄자료_어린이_합계,인쇄자료_청소년_총류,인쇄자료_청소년_철학,인쇄자료_청소년_종교,인쇄자료_청소년_사회과학,인쇄자료_청소년_순수과학,인쇄자료_청소년_기술과학,인쇄자료_청소년_예술,인쇄자료_청소년_언어,인쇄자료_청소년_문학,인쇄자료_청소년_역사,인쇄자료_청소년_합계,인쇄자료_성인_총류,인쇄자료_성인_철학,인쇄자료_성인_종교,인쇄자료_성인_사회과학,인쇄자료_성인_순수과학,인쇄자료_성인_기술과학,인쇄자료_성인_예술,인쇄자료_성인_언어,인쇄자료_성인_문학,인쇄자료_성인_역사,인쇄자료_성인_합계,전자자료_어린이_총류,전자자료_어린이_철학,전자자료_어린이_종교,전자자료_어린이_사회과학,전자자료_어린이_순수과학,전자자료_어린이_기술과학,전자자료_어린이_예술,전자자료_어린이_언어,전자자료_어린이_문학,전자자료_어린이_역사,전자자료_어린이_합계,전자자료_청소년_총류,전자자료_청소년_철학,전자자료_청소년_종교,전자자료_청소년_사회과학,전자자료_청소년_순수과학,전자자료_청소년_기술과학,전자자료_청소년_예술,전자자료_청소년_언어,전자자료_청소년_문학,전자자료_청소년_역사,전자자료_청소년_합계,전자자료_성인_총류,전자자료_성인_철학,전자자료_성인_종교,전자자료_성인_사회과학,전자자료_성인_순수과학,전자자료_성인_기술과학,전자자료_성인_예술,전자자료_성인_언어,전자자료_성인_문학,전자자료_성인_역사,전자자료_성인_합계,어린이실,어린이 서비스 이용수,어린이 자료(인쇄)수,어린이 연간 증가 자료(인쇄)수,전자저널,전자도서,오디오북,웹데이터베이스,전자_기타,전자자료_합계,인쇄자료_합계,총류,철학,종교,사회과학,순수과학,기술과학,예술,언어,문학,역사
정릉도서관,공공(일반),성북구,2015-01-01,서울특별시 성북구 정릉로 242 (정릉동),성북아동청소년센터 2층 정릉도서관,37.60474095,127.0105829,02-2038-9928,https://www.sblib.seoul.kr/jnlib/,09:00~18:00 (수요일 09:00~21:00),"매주 월요일, 법정공휴일",1686,1528,355,4002,2353,1892,1232,358,15989,2797,32192,30,9,2,80,112,4,7,588,1719,39,2590,1319,16,458,0,225.7,53,18.0,0,4,293,841,5403,-1.0,46955,339,252,4113,4704,0,0,54984,54984,57,73,4,246,211,182,136,199,2982,201,4291,16,36,4,108,88,52,59,27,662,87,1139,493,1232,188,2417,816,1423,758,589,15130,1429,24475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7842,0,132,10938,1270,2389,779,1289,29058,1287,54984,유,1421.0,18032.0,402.0,0,9991,1644,0,0,11635,34782,1716,1537,357,4082,2465,1896,1239,946,17708,2836
제3의시간,공공(일반),종로구,2023-01-01,서울특별시 종로구 대학로10길 8 (동숭동),리브랩 3-5층,37.58157827,127.0026179,02-6949-0819,http://formystories.org/,"목,금 13:00 ~ 18:00 주말 10:00 ~ 18:00",월/화/수요일,117,73,6,168,149,136,723,15,2782,104,4273,15,1,1,9,30,49,389,4,113,23,634,440,0,0,0,575.66,103,98.0,0,21,1873,2694,0,-1.0,3145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,유,955.0,1507.0,222.0,0,0,0,0,0,0,4907,132,74,7,177,179,185,1112,19,2895,127
제기동감초마을현진건기념도서관,공공(일반),동대문구,2024-01-01,서울특별시 동대문구 약령시로9길 45 (제기동),제기동감초마을현진건기념도서관,37.58509082,127.0351175,02-928-3141,https://www.l4d.or.kr/jghl/index.do,평일 09:00~22:00 / 주말 09:00~18:00,"매주 금요일 및 법정 공휴일, 도서관 사정에 의한 임시 휴관일",577,548,221,1432,1122,814,374,365,5426,1029,11908,0,0,0,0,0,0,0,0,0,0,0,11818,90,1780,793,434.52,84,57.0,2,2,89,14,403,-1.0,80527,271,82,1255,1608,4,5,236,245,273,177,325,517,1200,473,121,446,3966,724,8222,38,32,19,131,148,125,26,41,590,174,1324,777,826,520,2558,2058,1388,372,834,10301,1920,21554,2,2,0,7,0,0,0,0,39,0,50,3,9,0,10,4,2,1,1,36,3,69,367,611,33,1017,54,88,29,75,2693,167,5134,무,10290.0,6706.0,6706.0,0,18207,6730,1389,450,26776,11908,577,548,221,1432,1122,814,374,365,5426,1029
조원도서관,공공(일반),관악구,2011-01-01,서울특별시 관악구 조원로12길 25 (신림동),"(3,4층 조원도서관 (조원동주민센터))",37.48256322,126.9077952,02-851-5571,http://lib.gwanak.go.kr/index.php,"평일: 09:00~18:00, 주말: 09:00~17:00",매주 월요일 및 법정 공휴일,2637,3078,1057,8077,2742,4556,1670,1889,22048,3750,51504,28,86,21,169,111,214,23,5353,2069,43,8117,3716,8,1020,0,580.0,210,110.0,41,12,146,90,3432,-1.0,50500,610,237,9069,9916,0,0,2813,2813,173,127,74,401,470,204,69,976,3505,382,6381,31,31,12,105,80,47,21,114,472,90,1003,1732,3000,723,7753,1792,2667,1074,2468,20567,2683,44459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,2834,152,3907,433,863,245,776,11339,1975,23042,유,22484.0,26373.0,1484.0,1711,13649,1271,0,8,16639,59621,2665,3164,1078,8246,2853,4770,1693,7242,24117,3793
종암동새날도서관,공공(일반),성북구,2011-01-01,서울특별시 성북구 종암로 98-8 (종암동),"4층,5층 종암동새날도서관",37.5990314,127.035222,02-6925-6920,https://www.sblib.seoul.kr/snlib,09:00 ~ 18:00,매주 월요일 및 법정 공휴일,1600,1532,360,6207,4307,1896,888,624,21657,3420,42491,48,1,5,129,142,25,13,1636,2906,108,5013,1321,0,458,0,379.23,111,54.0,5,8,532,1809,6835,-1.0,75564,537,331,3516,4384,0,0,54984,54984,197,140,180,677,1379,422,180,438,6991,821,11425,83,90,35,224,431,152,68,114,1836,248,3281,1021,1428,481,3145,4377,1726,715,1472,22254,3001,39620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7842,0,132,10938,1270,2389,779,1289,29058,1287,54984,유,42892.0,36147.0,507.0,0,9991,1644,0,0,11635,47504,1648,1533,365,6336,4449,1921,901,2260,24563,3528
중곡문화체육센터도서관,공공(일반),광진구,2008-01-01,서울특별시 광진구 능동로 433 (중곡동),중곡문화체육센터도서관,37.5677792,127.0848024,02-3408-4931,https://www.gwangjinlib.seoul.kr/jgsports/index.do,"평일 09:00 ~ 22:00, 주말 09:00 ~ 18:00","매월 첫째, 셋째 월요일 / 국가지정공휴일, 임시공휴일",3054,3922,1222,11867,5744,5896,2896,1597,30330,6088,72616,132,19,33,312,172,44,25,1421,4268,127,6553,4696,207,2095,0,762.0,247,110.0,10,14,1185,589,10248,-1.0,536066,1790,584,11309,13683,15,19,765,799,702,751,555,3321,5197,1338,2741,2207,19914,3056,39782,220,262,66,595,807,398,303,303,3364,549,6867,4216,7670,2264,21890,12714,8069,7056,5538,63220,10028,142665,0,0,0,2,2,1,1,1,11,1,19,8,10,3,23,31,15,12,12,130,21,265,250,458,135,1306,759,481,421,330,3775,598,8513,유,300920.0,37942.0,0.0,10324,16116,723,6946123,45459,7018745,79169,3186,3941,1255,12179,5916,5940,2921,3018,34598,6215
중랑구립면목정보도서관,공공(일반),중랑구,2005-01-01,서울특별시 중랑구 면목로 397 (면목동),중랑구립면목정보도서관,37.58735398,127.0875542,02-432-4123,http://www.jungnanglib.seoul.kr/mmlib,평일 09:00~22:00 주말 09:00~17:00,"첫째, 셋째 월요일 / 법정공휴일",3903,6630,1952,17027,6656,8254,3811,4093,40387,8334,101047,34,2,8,157,94,28,12,782,1561,43,2721,3477,55,1086,0,733.3,180,18.0,9,11,8412,4345,35871,-1.0,215237,2045,700,20740,23485,1046,395,2521,3962,690,1411,360,5917,5758,2303,643,3008,25456,3114,48660,206,352,88,843,528,140,77,81,3451,291,6057,1923,5958,1525,13279,1421,5892,2005,1355,22928,2965,59251,41,92,97,1167,24,65,9,30,3952,103,5580,4,56,3,66,7,14,2,5,97,9,263,642,2933,209,5882,571,1007,223,468,9648,678,22261,유,5484.0,41060.0,1301.0,1711,39964,9670,0,0,51345,103768,3937,6632,1960,17184,6750,8282,3823,4875,41948,8377
중랑구립정보도서관,공공(일반),중랑구,1999-01-01,서울특별시 중랑구 신내로15길 197 (묵동),중랑구립정보도서관,37.61517065,127.0869063,02-3407-1111,http://www.jungnanglib.seoul.kr/jnlib/,08:00~22:00,"매월 둘째, 넷째 월요일 / 법정 공휴일",7067,9411,3134,25600,9746,11213,5924,3834,60957,12641,149527,306,171,139,968,358,150,105,1028,7454,396,11075,8422,715,1086,0,2684.49,838,67.0,12,20,29598,13199,75762,-1.0,687822,1290,1116,13683,16089,1046,395,2521,3962,2958,3427,582,16151,16294,4476,2013,5667,94332,14310,160210,366,492,101,1379,1544,351,156,145,5883,617,11034,5087,9201,2255,21472,3110,11347,3971,2846,42149,6038,107476,41,92,97,1167,24,65,9,30,3952,103,5580,4,56,3,66,7,14,2,5,97,9,263,642,2933,209,5882,571,1007,223,468,9648,678,22261,유,430285.0,60807.0,3202.0,1711,36964,9670,0,0,48345,160602,7373,9582,3273,26568,10104,11363,6029,4862,68411,13037
중랑상봉도서관,공공(일반),중랑구,2019-01-01,서울특별시 중랑구 동일로114길 10 (상봉동),상봉2동복합청사 중랑상봉도서관,37.5930958,127.0787114,02-2209-0094,http://www.jungnanglib.seoul.kr/sblib/,화~금 09:00~22:00(어린이실 ~18:00) / 토~일 09:00~17:00,"매주 월요일, 일요일을 제외한 법정 공휴일 및 근로자의 날(5.1)",2261,3531,1362,11486,4346,5190,2711,1798,25652,5676,64013,73,13,14,83,117,65,25,441,1769,94,2694,4022,83,1086,0,1417.0,250,128.0,2,27,370,149,5215,-1.0,171238,2569,894,21180,24643,1046,395,2521,3962,1950,1408,1134,8550,10055,1805,1267,2206,38838,6965,74178,80,181,18,456,382,158,57,35,1779,229,3375,1843,4965,735,10282,1171,5141,1707,1171,20573,2262,49850,41,92,97,1167,24,65,9,30,3952,103,5580,4,56,3,66,7,14,2,5,97,9,263,642,2933,209,5882,571,1007,223,468,9648,678,22261,유,77396.0,28288.0,1877.0,1711,36964,9670,0,0,48345,66707,2334,3544,1376,11569,4463,5255,2736,2239,27421,5770
중랑숲어린이도서관,공공(어린이),중랑구,2012-01-01,서울특별시 중랑구 망우로73길 46-1 (망우동),중랑숲어린이도서관,37.60266318,127.1039257,02-6235-1150,http://www.jungnanglib.seoul.kr/suplib/index.php,(화~금)09:00~18:00(토~일)09:00~17:00,매주 월요일/ 일요일을 제외한 법정공휴일/ 근로자의 날/ 재단창립일,1648,1360,486,7279,6521,2232,899,1223,26183,4002,51833,73,42,18,151,129,36,22,239,3203,97,4010,3940,6,1086,0,872.99,303,303.0,10,3,4133,47,3175,1436.0,57575,893,242,3623,4758,1046,395,2521,3962,667,464,509,2822,3846,789,390,1125,14279,1979,26870,104,51,75,259,591,123,38,198,1593,383,3415,1456,1309,1072,10748,9807,2110,815,2682,33028,5462,68489,41,92,97,1167,24,65,9,30,3952,103,5580,4,56,3,66,7,14,2,5,97,9,263,642,2933,209,5882,571,1007,223,468,9648,678,22261,유,-1.0,-1.0,-1.0,1711,36964,9670,0,0,48345,55843,1721,1402,504,7430,6650,2268,921,1462,29386,4099
즐거운도서관,공공(일반),강남구,2004-01-01,"서울특별시 강남구 도곡로77길 23, 4층 (대치동)",대치4문화센터 4층 도서관,37.49972974,127.0578495,02-565-7533,https://library.gangnam.go.kr/jgwlib,"[자료실] 평일 09:00-22:00, 주말 09:00-17:00",매주 월요일 및 일요일을 제외한 법정공휴일,1003,1584,486,3954,2500,2218,4246,810,15974,2584,35359,58,34,0,61,110,1,8,196,1963,187,2618,2202,130,2845,0,282.44,98,44.0,1,3,414,1080,24010,-1.0,195039,2122,954,9529,12605,1,26,1168,1195,398,452,186,1300,1691,954,955,466,11739,1298,19439,132,188,41,397,396,311,316,112,2356,267,4516,1596,3105,746,6286,3873,3694,4633,1420,26731,3881,55965,7,7,1,18,3,10,3,2,21,4,76,5,13,0,29,17,8,2,2,69,5,150,810,1759,202,3720,366,941,334,376,11810,545,20863,유,33273.0,19903.0,1091.0,0,360106,5595,0,0,365701,37977,1061,1618,486,4015,2610,2219,4254,1006,17937,2771
지샘터 올림픽공원도서관,공공(일반),송파구,2015-01-01,서울특별시 송파구 올림픽로 424 (방이동),스포츠비즈홀 1층 지샘터 올림픽공원도서관,37.51225244,127.1135035,02-2180-3578,https://www.ksponco.or.kr/lib/,평일 09:00 ~ 19:00  주말 09:00 ~ 18:00,"월요일, 법정공휴일",395,877,240,2060,878,1056,1318,196,8012,1437,16469,0,0,0,0,0,0,0,0,0,0,0,414,45,0,0,231.0,70,20.0,0,2,3057,2967,121832,-1.0,48780,115,78,2103,2296,0,0,0,0,37,28,26,136,190,57,19,45,701,198,1437,8,17,1,25,19,30,14,0,247,83,444,422,1560,359,2675,2006,1168,574,511,13412,2322,25009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,유,3057.0,3490.0,210.0,0,0,0,0,0,0,16469,395,877,240,2060,878,1056,1318,196,8012,1437
청담도서관,공공(일반),강남구,1999-01-01,서울특별시 강남구 압구정로79길 26 (청담동),청담동주민센터 7층,37.52509298,127.0492914,02-540-7042,https://library.gangnam.go.kr/cdlib/,"자료실: 09:00~22:00 [월~금], 09:00~17:00  [토,일]",매주 월요일,805,1728,493,4154,3298,2437,989,678,17550,3017,35149,10,3,1,41,48,2,0,168,803,18,1094,2270,129,2845,0,329.02,72,15.0,8,2,257,410,12755,-1.0,93576,2154,647,9003,11804,1,26,1168,1195,204,342,225,756,2396,954,137,752,6454,1187,13407,67,108,29,220,329,252,31,41,1154,171,2402,854,2107,652,4642,5028,2811,863,1569,22874,3662,45062,7,7,1,18,3,10,3,2,21,4,76,5,13,0,29,17,8,2,2,69,5,150,810,1759,202,3720,366,941,334,376,11810,545,20863,유,67760.0,20122.0,1363.0,0,360106,5595,0,22,365723,36243,815,1731,494,4195,3346,2439,989,846,18353,3035
청수도서관,공공(일반),성북구,2014-01-01,서울특별시 성북구 보국문로16가길 20 (정릉동),성북구립 청수도서관,37.61175536,127.0107763,02-2038-4423,http://ch.sblib.seoul.kr/,09:00~18:00,"매주 월요일, 일요일을 제외한 법정공휴일",1010,1917,499,5409,2792,3118,2201,641,19038,3375,40000,3,2,0,67,74,9,8,850,1813,17,2843,1512,68,458,0,417.41,124,40.0,12,5,197,360,3452,-1.0,51798,376,296,3889,4561,0,0,54984,54984,45,59,92,157,473,109,135,273,2155,366,3864,24,42,44,118,162,82,274,63,1160,232,2201,439,1236,483,2504,2115,1089,1305,1029,13641,1823,25664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7842,0,132,10938,1270,2389,779,1289,29058,1287,54984,유,7134.0,20066.0,747.0,0,9991,1644,0,0,11635,42843,1013,1919,499,5476,2866,3127,2209,1491,20851,3392
청운문학도서관,공공(일반),종로구,2014-01-01,서울특별시 종로구 자하문로36길 40 (청운동),청운문학도서관,37.59037936,126.9659196,070-4680-4032,http://lib.jongno.go.kr/,"화~금요일 09:00~21:00, 토~일요일,공휴일 09:00~19:00","월요일, 1월1일, 설연휴, 추석연휴",848,1004,173,2362,1426,920,1167,2406,28495,2254,41055,0,0,0,0,0,0,0,0,0,0,0,1644,5,2800,0,502.46,130,40.0,2,2,258,524,13321,-1.0,143447,6745,532,22990,30267,51,65,3945,4061,116,85,45,270,635,223,56,121,4599,595,6745,7,20,7,31,44,24,3,5,373,18,532,644,874,197,1361,2101,774,446,350,14818,1425,22990,1,1,0,3,2,1,1,3,36,3,51,1,2,0,4,2,1,2,4,45,4,65,81,96,17,227,137,88,112,231,2739,217,3945,유,7282.0,14716.0,758.0,0,18026,0,0,7,18033,41055,848,1004,173,2362,1426,920,1167,2406,28495,2254
청파도서관,공공(일반),용산구,2009-01-01,서울특별시 용산구 청파로93길 27 (서계동),자치센터 1층 청파도서관,37.55278347,126.9675304,02-714-3931,https://www.yslibrary.or.kr/cheongpa/,"평일09:00-21:00, 주말09:00-17:00",매주 월요일 및 법정 공휴일,1358,2705,797,6903,3363,3228,1781,958,18671,3260,43024,2,16,4,47,13,6,3,59,267,10,427,2593,119,1278,0,399.3,59,16.0,3,5,112,56,3121,-1.0,78594,100,63,1573,1736,24,37,2005,2066,25,47,6,236,185,96,37,87,1194,200,2113,3,13,0,57,60,23,17,19,247,60,499,425,1262,227,3265,850,1085,511,453,8212,1335,17625,3,6,0,15,2,15,3,12,340,4,400,5,19,5,30,8,8,9,3,180,8,275,442,2253,171,5319,473,1340,267,706,10673,889,22533,유,2575.0,18517.0,1365.0,0,7727,4890,0,0,12617,43451,1360,2721,801,6950,3376,3234,1784,1017,18938,3270
푸른들청소년도서관,공공(일반),강서구,2008-01-01,서울특별시 강서구 강서로45다길 71 (화곡동),강서구립 푸른들청소년도서관,37.54467538,126.835182,02-2691-1630,http://lib.gangseo.seoul.kr,평일 09:00 ~18:00(야간22:00) / 토 09:00 ~18:00(야간22:00) /일 09:00~18:00,"매주 금요일, 일요일을 제외한 법정공휴일",3010,3127,874,8447,4233,3011,2068,1073,27058,4373,57274,98,35,15,372,267,67,86,1085,3432,165,5622,3913,44,871,0,592.83,195,51.0,4,6,376,964,15791,-1.0,182222,1264,1065,9131,11460,886,947,15694,17527,449,352,172,1400,2248,768,352,1205,11968,1421,20335,352,369,58,989,1066,544,304,278,5052,796,9808,3280,3873,1394,12094,7665,4033,2296,2984,46304,5498,89421,138,34,162,843,970,684,236,1367,1982,532,6948,571,266,11,589,148,506,341,437,1204,134,4207,5623,11927,1007,27516,2852,10378,3278,7646,33083,4690,108000,유,73865.0,29385.0,1292.0,2012,157038,3150,0,0,162200,62896,3108,3162,889,8819,4500,3078,2154,2158,30490,4538
하계어린이도서관,공공(어린이),노원구,2021-01-01,서울특별시 노원구 공릉로62길 18 (하계동),2층 하계어린이도서관,37.63610414,127.0724241,02-979-7645,https://www.nowonlib.kr/htmlmanager/service/1701,평일 09:00 ~ 18:00 주말 09:00 ~ 17:00,매주 일요일,322,195,69,1368,1236,438,184,139,5159,970,10080,0,0,0,0,0,0,0,0,0,0,0,760,1,562,0,331.43,127,127.0,0,2,137,52,764,0.0,71438,753,207,2605,3565,2,2,779,783,149,192,56,655,756,271,100,133,3340,854,6506,24,42,12,100,146,44,11,25,685,162,1251,971,1096,325,4158,4998,1372,860,685,19043,6441,39949,0,4,48,14,3,0,1,5,761,50,886,0,2,0,3,0,1,0,0,89,7,102,70,1013,147,2308,129,402,66,73,3133,226,7567,유,-1.0,-1.0,-1.0,0,9449,870,0,100,10419,10080,322,195,69,1368,1236,438,184,139,5159,970
하늘도서관,공공(일반),구로구,2010-01-01,서울특별시 구로구 구로동로13길 68 (구로동),하늘도서관,37.50531416,126.8928724,02-864-9585,http://lib.guro.go.kr/,평일 09:00-20:00 / 주말 09:00-17:00,매주 화요일 / 법정공휴일,928,1311,325,3652,2100,1410,1277,673,14031,2023,27730,11,18,1,143,23,23,25,379,1057,82,1762,1761,0,1210,0,267.0,124,12.0,1,3,103,172,2623,-1.0,18127,14,153,2270,2437,7,49,3619,3675,92,96,15,392,320,101,54,228,2774,168,4240,15,26,5,80,83,39,13,45,728,38,1072,86,338,45,554,39,415,157,54,1497,184,3369,0,0,0,0,0,0,0,0,2126,0,2126,0,0,0,0,0,0,0,0,399,0,399,343,2795,156,3202,0,1668,268,548,14664,776,24420,유,5432.0,15623.0,914.0,0,32216,5783,0,2270,40269,29492,939,1329,326,3795,2123,1433,1302,1052,15088,2105
학마을도서관,공공(일반),도봉구,2009-01-01,서울특별시 도봉구 시루봉로 128 (방학동),학마을도서관,37.6621577,127.0278303,02-955-0655,http://www.unilib.dobong.kr,"화~금 09:00~22:00 / 토·일 자료실 09:00~17:00,  열람실 09:00~22:00","매주 월요일, 법정공휴일",3043,4592,1712,12134,4556,5850,7118,2020,28632,5572,75229,41,7,0,41,14,4,26,1546,1591,65,3335,4198,877,3519,0,1329.95,297,28.0,3,36,638,1788,14778,-1.0,150968,654,393,7571,8618,147,221,5519,5887,372,308,157,818,1105,460,196,761,5486,1156,10819,74,196,10,496,276,224,78,57,1300,118,2829,3140,6314,1817,13076,5895,5357,2715,3638,43820,7045,92817,35,139,39,294,45,63,16,53,585,67,1336,52,208,59,441,68,94,24,80,878,100,2004,1302,5196,1478,11020,1690,2348,609,1991,21941,2498,50073,유,5434.0,27767.0,2037.0,0,21937,1420,3224500,0,3247857,78564,3084,4599,1712,12175,4570,5854,7144,3566,30223,5637
한국학생도서관,공공(일반),중구,1964-01-01,서울특별시 중구 동호로27길 30 (묵정동),한국학생도서관,37.56070426,127.0021513,02-2275-0753,http://ksplibrary.co.kr,09:00-20:00,국경일,510,215,882,2070,520,305,293,95,5590,853,11333,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,595.0,70,0.0,0,2,0,0,60,-1.0,160,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,2,18,17,55,4,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,무,0.0,302.0,0.0,0,0,0,0,0,0,11333,510,215,882,2070,520,305,293,95,5590,853
항동푸른도서관,공공(일반),구로구,2022-01-01,서울특별시 구로구 연동로 290-46 (항동),항동푸른도서관,37.48475177,126.8247176,02-2613-2022,https://lib.guro.go.kr/,"평일 9시~21시, 주말 9시~17시",매주 월요일 및 법정공휴일,697,842,179,2360,1361,1039,500,255,7908,1451,16592,0,0,0,0,0,0,0,0,2,0,2,2769,100,1305,0,557.2,119,34.0,1,3,205,79,2776,-1.0,151637,805,329,5153,6287,7,49,3619,3675,221,190,35,456,747,222,58,327,4906,903,8065,61,76,6,122,149,59,26,48,770,93,1410,1253,2102,432,4873,3149,2177,756,1289,23781,3725,43537,0,0,0,0,0,0,0,0,2126,0,2126,0,0,0,0,0,0,0,0,399,0,399,343,2795,156,3202,0,1668,268,548,14644,776,24400,유,23789.0,5976.0,1076.0,0,32216,5783,0,2365,40364,16594,697,842,179,2360,1361,1039,500,255,7910,1451
해맞이역사도서관,공공(일반),양천구,2018-01-01,서울특별시 양천구 지양로 37 (신월동),해맞이역사도서관,37.51907269,126.8356052,02-2693-5919,https://lib.yangcheon.or.kr/libsun,"09:00~22:00(평일), 09:00~18:00(토,일)","월요일, 법정공휴일",1090,1794,622,4779,2700,2920,1207,928,18969,3530,38539,0,0,0,0,0,0,0,0,0,0,0,4345,47,2362,0,550.72,100,12.0,0,1,340,621,7367,-1.0,93896,2058,511,7917,10486,7,7,193,207,536,565,262,2606,2965,1471,829,1036,17948,3241,31459,226,228,495,787,444,257,215,220,2863,528,6263,1014,2293,540,5354,3055,2740,1098,1565,26865,4814,49338,12,19,11,51,3,12,1,15,101,37,262,12,18,11,50,2,12,1,15,101,37,259,324,512,311,1390,68,330,37,407,2785,1016,7180,무,31707.0,19125.0,3474.0,0,145631,4910,0,0,150541,38539,1090,1794,622,4779,2700,2920,1207,928,18969,3530
해오름도서관,공공(어린이),성북구,2009-01-01,"서울특별시 성북구 성북로4길 52 (돈암동, 한신한진아파트)",해오름도서관,37.59558967,127.0121197,02-6925-7002,https://www.sblib.seoul.kr/horlib/index.do,09:00 ~18:00,"매주 월요일, 법정공휴일",473,829,238,3414,2388,1174,621,447,16137,2048,27769,45,3,6,91,115,9,10,685,3153,99,4216,1344,11,458,0,260.0,56,56.0,0,2,418,1191,6102,2452.0,75281,472,282,3517,4271,0,0,54984,54984,264,184,112,507,873,400,108,492,6636,856,10432,81,84,30,226,274,138,13,143,1481,292,2762,984,1579,433,4013,2706,2386,591,1742,23367,2924,40725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7842,0,132,10938,1270,2389,779,1289,29058,1287,54984,유,-1.0,-1.0,-1.0,0,9991,1644,0,0,11635,31985,518,832,244,3505,2503,1183,631,1132,19290,2147
행복한도서관,공공(일반),강남구,2006-01-01,서울특별시 강남구 영동대로65길 24 (대치동),3층 행복한도서관,37.50230515,127.0641886,02-567-3833,https://library.gangnam.go.kr/happylib,"평일: 09:00~22:00 / 토,일: 09:00~17:00",매주 화요일 / 일요일을 제외한 법정공휴일,1771,3433,1149,5426,4141,3317,2170,1428,16211,3489,42535,60,51,5,75,74,24,11,973,2239,112,3624,2528,166,2845,0,438.3,81,17.0,4,4,724,1194,17685,-1.0,216436,2686,1083,11901,15670,1,26,1168,1195,1726,1452,1160,3564,5308,2061,1157,2771,18606,4509,42314,267,300,94,666,851,448,230,290,3248,763,7157,3549,5692,2181,10827,9094,5515,3220,4959,35214,8099,88350,7,7,1,18,3,10,3,2,21,4,76,5,13,0,29,17,8,2,2,69,5,150,810,1759,202,3720,366,941,334,376,11810,545,20863,유,11305.0,22390.0,1345.0,0,360106,5595,0,20,365721,46159,1831,3484,1154,5501,4215,3341,2181,2401,18450,3601
홍은도담도서관,공공(일반),서대문구,2011-01-01,서울특별시 서대문구 홍은중앙로 129 (홍은동),홍은도담도서관,37.60177311,126.9489548,02-360-8640,http://lib.sdm.or.kr,월~목: 09:00~18:00 / 토~일: 09:00~17:00,매주 금요일 및 공휴일,1445,1946,843,6661,4624,2948,1996,1542,21180,4620,47805,0,0,1,30,28,3,3,875,938,173,2051,3788,9,467,0,374.33,36,14.0,0,5,198,442,6368,-1.0,56366,752,360,4745,5857,0,0,1354,1354,141,118,287,483,827,441,125,453,4058,968,7901,66,49,57,202,340,144,58,120,1478,385,2899,1019,1780,1000,4849,4032,2960,1196,2080,22273,3925,45114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,1403,118,6657,240,1232,140,589,11886,2651,25204,유,1527.0,30601.0,1363.0,0,134460,1376,1711,232,137779,49856,1445,1946,844,6691,4652,2951,1999,2417,22118,4793
